codigo_activo_excel,descripcion_excel,codigo_padre_excel,grupo_activos,area,criticalidad,sector_raiz_codigo,sector_codigo_derivado,sector_nombre_derivado,nivel_profundidad,es_raiz_sector,es_lgc,es_hoja,cantidad_hijos,incluir_en_catalogo_manual,motivo_exclusion
PR-EXT2-BMB-P502B,BOMBA CENTRIFUGA P-502B,PR-EXT2-LGC-EXTRACCION 2,PR-EXT2-BMB-P502B,PTA RIC - R4 RR,A,PR-EXT2-LGC-EXTRACCION 2,EXT2,EXTRACCION 2,1,NO,NO,SI,0,,
PR-EXT2-BMB-P503A,BOMBA CENTRIFUGA P-503A,PR-EXT2-HDR-I503,PR-EXT2-BMB-P503A,PTA RIC - R4 RR,A,PR-EXT2-LGC-EXTRACCION 2,EXT2,EXTRACCION 2,2,NO,NO,SI,0,,
PR-EXT2-BMB-P503B,BOMBA A TORNILLO P-503B,PR-EXT2-HDR-I503,PR-EXT2-BMB-P503B,PTA RIC - R4 RR,A,PR-EXT2-LGC-EXTRACCION 2,EXT2,EXTRACCION 2,2,NO,NO,SI,0,,
PR-EXT2-BMB-P503B1,BOMBA CENTRIFUGA P-503B1,PR-EXT2-HDR-I503,PR-EXT2-BMB-P503B1,PTA RIC - R4 RR,A,PR-EXT2-LGC-EXTRACCION 2,EXT2,EXTRACCION 2,2,NO,NO,SI,0,,
PR-EXT2-BMB-P504,BOMBA CENTRIFUGA P-504,PR-EXT2-LGC-EXTRACCION 2,PR-EXT2-BMB-P504,PTA RIC - R4 RR,A,PR-EXT2-LGC-EXTRACCION 2,EXT2,EXTRACCION 2,1,NO,NO,SI,0,,
PR-EXT2-BMB-P505A,BOMBA CENTRIFUGA P-505A,PR-EXT2-LGC-EXTRACCION 2,PR-EXT2-BMB-P505A,PTA RIC - R4 RR,A,PR-EXT2-LGC-EXTRACCION 2,EXT2,EXTRACCION 2,1,NO,NO,SI,0,,
PR-EXT2-BMB-P505B,BOMBA CENTRIFUGA P-505B,PR-EXT2-LGC-EXTRACCION 2,PR-EXT2-BMB-P505B,PTA RIC - R4 RR,A,PR-EXT2-LGC-EXTRACCION 2,EXT2,EXTRACCION 2,1,NO,NO,SI,0,,
PR-EXT2-BMB-P506A,BOMBA CENTRIFUGA P-506A <NORTE>,PR-EXT2-LGC-EXTRACCION 2,PR-EXT2-BMB-P506A,PTA RIC - R4 RR,A,PR-EXT2-LGC-EXTRACCION 2,EXT2,EXTRACCION 2,1,NO,NO,SI,0,,
PR-EXT2-BMB-P511,BOMBA MULTIETAPAS P-511 <AGUA CALIENTE HIDRATACION DESGOMADO LINEA 2>,PR-EXT2-TNQ-H511,PR-EXT2-BMB-P511,PTA RIC - R4 RR,A,PR-EXT2-LGC-EXTRACCION 2,EXT2,EXTRACCION 2,3,NO,NO,SI,0,,
PR-EXT2-BMB-P582L,BOMBA ENGRANAJE P-582 L P/GOMA,PR-EXT2-TNQ-I582L,PR-EXT2-BMB-P582L,PTA RIC - R4 RR,A,PR-EXT2-LGC-EXTRACCION 2,EXT2,EXTRACCION 2,3,NO,NO,SI,0,,
PR-EXT2-BMB-P582L1,BOMBA ENGRANAJE P-582 L-1 P/GOMA (AUX.),PR-EXT2-TNQ-I582L,PR-EXT2-BMB-P582L1,PTA RIC - R4 RR,A,PR-EXT2-LGC-EXTRACCION 2,EXT2,EXTRACCION 2,3,NO,NO,SI,0,,
PR-EXT2-BMB-P582L2,BOMBA ENGRANAJE P-582 L-2 P/GOMA,PR-EXT2-TNQ-I582L,PR-EXT2-BMB-P582L2,PTA RIC - R4 RR,A,PR-EXT2-LGC-EXTRACCION 2,EXT2,EXTRACCION 2,3,NO,NO,SI,0,,
PR-EXT2-BMB-P582L3,BOMBA ENGRANAJE P-582 L-3,PR-EXT2-TNQ-I582L,PR-EXT2-BMB-P582L3,PTA RIC - R4 RR,A,PR-EXT2-LGC-EXTRACCION 2,EXT2,EXTRACCION 2,3,NO,NO,SI,0,,
PR-EXT2-BMB-P582L4,BOMBA ENGRANAJE P-582 L-4,PR-EXT2-TNQ-I582L,PR-EXT2-BMB-P582L4,PTA RIC - R4 RR,A,PR-EXT2-LGC-EXTRACCION 2,EXT2,EXTRACCION 2,3,NO,NO,SI,0,,
PR-EXT2-BMB-P582L4B,BOMBA ENGRANAJE P-582 L-4 BIS -SALIDA DE CENTR. W-200-,PR-EXT2-TNQ-I582L,PR-EXT2-BMB-P582L4B,PTA RIC - R4 RR,A,PR-EXT2-LGC-EXTRACCION 2,EXT2,EXTRACCION 2,3,NO,NO,SI,0,,
PR-EXT2-BMB-P582L5B,BOMBA ENGRANAJE P-582 L-5 BIS,PR-EXT2-TNQ-I582L,PR-EXT2-BMB-P582L5B,PTA RIC - R4 RR,A,PR-EXT2-LGC-EXTRACCION 2,EXT2,EXTRACCION 2,3,NO,NO,SI,0,,
PR-EXT2-BMB-P582L6,BOMBA OSCILANTE P-582 L-6,PR-EXT2-TNQ-I582L,PR-EXT2-BMB-P582L6,PTA RIC - R4 RR,A,PR-EXT2-LGC-EXTRACCION 2,EXT2,EXTRACCION 2,3,NO,NO,SI,0,,
PR-EXT2-CCL-C01,CICLON C01 ITEM 13,PR-EXT2-ENF-I13,PR-CCL EXT2,PTA RIC - R4 RS,B,PR-EXT2-LGC-EXTRACCION 2,EXT2,EXTRACCION 2,2,NO,NO,NO,2,,
PR-EXT2-CCL-C02,CICLON C02 ITEM 13,PR-EXT2-ENF-I13,PR-CCL EXT2,PTA RIC - R4 RS,B,PR-EXT2-LGC-EXTRACCION 2,EXT2,EXTRACCION 2,2,NO,NO,NO,2,,
PR-EXT2-CCL-C03,CICLON C03 ITEM 13,PR-EXT2-ENF-I13,PR-CCL EXT2,PTA RIC - R4 RS,B,PR-EXT2-LGC-EXTRACCION 2,EXT2,EXTRACCION 2,2,NO,NO,NO,2,,
PR-EXT2-CCL-C04,CICLON C04 ITEM 13,PR-EXT2-ENF-I13,PR-CCL EXT2,PTA RIC - R4 RS,B,PR-EXT2-LGC-EXTRACCION 2,EXT2,EXTRACCION 2,2,NO,NO,NO,2,,
PR-EXT2-CCL-C05,CICLON C05 ITEM 13,PR-EXT2-ENF-I13,PR-CCL EXT2,PTA RIC - R4 RS,B,PR-EXT2-LGC-EXTRACCION 2,EXT2,EXTRACCION 2,2,NO,NO,NO,2,,
PR-EXT2-CCL-C06,CICLON C06 ITEM 13,PR-EXT2-ENF-I13,PR-CCL EXT2,PTA RIC - R4 RS,B,PR-EXT2-LGC-EXTRACCION 2,EXT2,EXTRACCION 2,2,NO,NO,NO,2,,
PR-EXT2-CCL-C07,CICLON C07 ITEM 13,PR-EXT2-ENF-I13,PR-CCL EXT2,PTA RIC - R4 RS,B,PR-EXT2-LGC-EXTRACCION 2,EXT2,EXTRACCION 2,2,NO,NO,NO,2,,
PR-EXT2-CCL-C08,CICLON C08 ITEM 13,PR-EXT2-ENF-I13,PR-CCL EXT2,PTA RIC - R4 RS,B,PR-EXT2-LGC-EXTRACCION 2,EXT2,EXTRACCION 2,2,NO,NO,NO,2,,
PR-EXT2-CCL-C09,CICLON C09 ITEM 13,PR-EXT2-ENF-I13,PR-CCL EXT2,PTA RIC - R4 RS,B,PR-EXT2-LGC-EXTRACCION 2,EXT2,EXTRACCION 2,2,NO,NO,NO,2,,
PR-EXT2-CCL-C10,CICLON C10 ITEM 13,PR-EXT2-ENF-I13,PR-CCL EXT2,PTA RIC - R4 RS,B,PR-EXT2-LGC-EXTRACCION 2,EXT2,EXTRACCION 2,2,NO,NO,NO,2,,
PR-EXT2-CCL-C11,CICLON C11 ITEM 13,PR-EXT2-ENF-I13,PR-CCL EXT2,PTA RIC - R4 RS,B,PR-EXT2-LGC-EXTRACCION 2,EXT2,EXTRACCION 2,2,NO,NO,NO,2,,
PR-EXT2-CCL-C12,CICLON C12 ITEM 13,PR-EXT2-ENF-I13,PR-CCL EXT2,PTA RIC - R4 RS,B,PR-EXT2-LGC-EXTRACCION 2,EXT2,EXTRACCION 2,2,NO,NO,NO,2,,
PR-EXT2-CCL-C13,CICLON C13 ITEM 13,PR-EXT2-ENF-I13,PR-CCL EXT2,PTA RIC - R4 RS,B,PR-EXT2-LGC-EXTRACCION 2,EXT2,EXTRACCION 2,2,NO,NO,NO,2,,
PR-EXT2-CLM-C11,COLUMNA RET.MISC-ACIDO Nº 11 (FM),PR-EXT2-LGC-EXTRACCION 2,PR-EXT2-CLM-C11,PTA RIC - R4 RA,A,PR-EXT2-LGC-EXTRACCION 2,EXT2,EXTRACCION 2,1,NO,NO,SI,0,,
PR-EXT2-CLT-I521,CALENTADOR FINAL ACEITE I-521,PR-EXT2-LGC-CALENTADORES,PR-CLT ACT,PTA RIC - R4 RA,A,PR-EXT2-LGC-EXTRACCION 2,EXT2,EXTRACCION 2,2,NO,NO,SI,0,,
PR-EXT2-CLT-PI18,CALENTADOR MISCELA PRE-ITEM 18 (FM),PR-EXT2-LGC-CALENTADORES,PR-CLT MSC,PTA RIC - R4 RA,A,PR-EXT2-LGC-EXTRACCION 2,EXT2,EXTRACCION 2,2,NO,NO,NO,1,,
PR-EXT2-CND-I19A,CONDENSADOR Nº 19 A,PR-EXT2-LGC-CONDENSADORES,PR-CND I19A,PTA RIC - R4 RA,A,PR-EXT2-LGC-EXTRACCION 2,EXT2,EXTRACCION 2,2,NO,NO,NO,2,,
PR-EXT2-CND-I19B,CONDENSADOR Nº 19 B,PR-EXT2-LGC-CONDENSADORES,PR-CND I19B,PTA RIC - R4 RA,A,PR-EXT2-LGC-EXTRACCION 2,EXT2,EXTRACCION 2,2,NO,NO,NO,1,,
PR-EXT2-CND-I20A,CONDENSADOR Nº 20 A <MEZCLA>,PR-EXT2-LGC-CONDENSADORES,PR-CND I20A,PTA RIC - R4 RA,A,PR-EXT2-LGC-EXTRACCION 2,EXT2,EXTRACCION 2,2,NO,NO,NO,1,,
PR-EXT2-CND-I20B,CONDENSADOR Nº 20 B,PR-EXT2-LGC-CONDENSADORES,PR-CND I20B,PTA RIC - R4 RA,A,PR-EXT2-LGC-EXTRACCION 2,EXT2,EXTRACCION 2,2,NO,NO,SI,0,,
PR-EXT2-CND-I20C,CONDENSADOR Nº 20 C,PR-EXT2-LGC-CONDENSADORES,PR-CND I20C,PTA RIC - R4 RA,A,PR-EXT2-LGC-EXTRACCION 2,EXT2,EXTRACCION 2,2,NO,NO,SI,0,,
PR-EXT2-DFL-I30,DEFLEGMADOR ITEM 30,PR-EXT2-LGC-EXTRACCION 2,PR-DFL I-3O,PTA RIC - R4 RA,A,PR-EXT2-LGC-EXTRACCION 2,EXT2,EXTRACCION 2,1,NO,NO,SI,0,,
PR-EXT2-DSG-W200,DESGOMADORA CENTR. Nº 1 WESTFALIA RSE-200,PR-EXT2-LGC-EXTRACCION 2,PR-DSG RSE-200,PTA RIC - R4 RA,A,PR-EXT2-LGC-EXTRACCION 2,EXT2,EXTRACCION 2,1,NO,NO,NO,1,,
PR-EXT2-DSM-I29,DESEMPOLVADOR I-29,PR-EXT2-LGC-EXTRACCION 2,PR-DSM I-29,PTA RIC - R4 RA,A,PR-EXT2-LGC-EXTRACCION 2,EXT2,EXTRACCION 2,1,NO,NO,NO,3,,
PR-EXT2-DST-I121,DESTILADOR AC.ABSORCION I-121,PR-EXT2-LGC-EXTRACCION 2,PR-DST ACT I-121,PTA RIC - R4 RA,A,PR-EXT2-LGC-EXTRACCION 2,EXT2,EXTRACCION 2,1,NO,NO,SI,0,,
PR-EXT2-DST-I18,DESTILADOR ACEITE I-18,PR-EXT2-LGC-EXTRACCION 2,PR-DST ACT I-18,PTA RIC - R4 RA,A,PR-EXT2-LGC-EXTRACCION 2,EXT2,EXTRACCION 2,1,NO,NO,NO,1,,
PR-EXT2-DST-I22A/B,DESTILADOR AC.ABSOR. I-122A/B,PR-EXT2-LGC-EXTRACCION 2,PR-DST ACT I-122A/B,PTA RIC - R4 RA,A,PR-EXT2-LGC-EXTRACCION 2,EXT2,EXTRACCION 2,1,NO,NO,NO,3,,
PR-EXT2-ECN-I60/1,ECONOMIZADOR DEST. ITEM 60/1,PR-EXT2-LGC-EXTRACCION 2,PR-ECN I-60/1,PTA RIC - R4 RA,A,PR-EXT2-LGC-EXTRACCION 2,EXT2,EXTRACCION 2,1,NO,NO,NO,1,,
PR-EXT2-ECN-I60/2,ECONOMIZADOR DEST. ITEM 60/2,PR-EXT2-LGC-EXTRACCION 2,PR-ECN I-60/2,PTA RIC - R4 RA,A,PR-EXT2-LGC-EXTRACCION 2,EXT2,EXTRACCION 2,1,NO,NO,NO,2,,
PR-EXT2-ENF-FMAC,ENFRIADOR ACEITE CRUDO (FM),PR-EXT2-LGC-ENFRIADORES,PR-ENF FMAC,PTA RIC - R4 RA,A,PR-EXT2-LGC-EXTRACCION 2,EXT2,EXTRACCION 2,2,NO,NO,SI,0,,
PR-EXT2-ENF-I13,ENFRIADOR HORIZONTAL ITEM 13,PR-EXT2-LGC-EXTRACCION 2,PR-ENF I13 EXT2,PTA RIC - R4 RS,A,PR-EXT2-LGC-EXTRACCION 2,EXT2,EXTRACCION 2,1,NO,NO,NO,14,,
PR-EXT2-ENF-I181B,ENFRIADOR A PLACA AC. ABSOR. I-181B,PR-EXT2-LGC-ENFRIADORES,PR-ENF I-181B,PTA RIC - R4 RA,A,PR-EXT2-LGC-EXTRACCION 2,EXT2,EXTRACCION 2,2,NO,NO,SI,0,,
PR-EXT2-ENF-I581,ENFRIADOR AC. TERMINADO I-581,PR-EXT2-LGC-ENFRIADORES,PR-ENF I-581,PTA RIC - R4 RA,A,PR-EXT2-LGC-EXTRACCION 2,EXT2,EXTRACCION 2,2,NO,NO,SI,0,,
PR-EXT2-EST-HAF,ESTACION HIDRAULICA FILTROS (FM),PR-EXT2-LGC-EXTRACCION 2,PR-EST-HAF,PTA RIC - R4 RA,A,PR-EXT2-LGC-EXTRACCION 2,EXT2,EXTRACCION 2,1,NO,NO,SI,0,,
PR-EXT2-EVP-I18S,EVAPORADOR I-18S,PR-EXT2-LGC-EXTRACCION 2,PR-EVP I18S,PTA RIC - R4 RA,A,PR-EXT2-LGC-EXTRACCION 2,EXT2,EXTRACCION 2,1,NO,NO,NO,2,,
PR-EXT2-EXT-I3T,EXTRACTOR TAPIZ I-3T,PR-EXT2-LGC-EXTRACCION 2,PR-EXT I-3T EXT2,PTA RIC - R4 RA,A,PR-EXT2-LGC-EXTRACCION 2,EXT2,EXTRACCION 2,1,NO,NO,NO,18,,
PR-EXT2-EYC-I120,EYECTOR I-120,PR-EXT2-TRR-I120,PR-EYC I-120,PTA RIC - R4 RA,A,PR-EXT2-LGC-EXTRACCION 2,EXT2,EXTRACCION 2,2,NO,NO,SI,0,,
PR-EXT2-EYC-I136,VENTILADOR EYECTOR I-136,PR-EXT2-TRR-I120,PR-VNT EYC I-136,PTA RIC - R4 RA,A,PR-EXT2-LGC-EXTRACCION 2,EXT2,EXTRACCION 2,2,NO,NO,SI,0,,
PR-EXT2-EYC-I41/122,EYECTOR I-41/122,PR-EXT2-DST-I22A/B,PR-EYC I-41,PTA RIC - R4 RA,A,PR-EXT2-LGC-EXTRACCION 2,EXT2,EXTRACCION 2,2,NO,NO,SI,0,,
PR-EXT2-EYC-I41/19,EYECTOR I-41/19,PR-EXT2-CND-I19A,PR-EYC I-41,PTA RIC - R4 RA,A,PR-EXT2-LGC-EXTRACCION 2,EXT2,EXTRACCION 2,3,NO,NO,SI,0,,
PR-EXT2-EYC-I41/19B,EYECTOR I-41/19 B,PR-EXT2-CND-I19B,PR-EYC I-41,PTA RIC - R4 RA,A,PR-EXT2-LGC-EXTRACCION 2,EXT2,EXTRACCION 2,3,NO,NO,SI,0,,
PR-EXT2-EYC-I506,EYECTOR I-41/506,PR-EXT2-LGC-EXTRACCION 2,PR-EYC I-41,PTA RIC - R4 RA,A,PR-EXT2-LGC-EXTRACCION 2,EXT2,EXTRACCION 2,1,NO,NO,SI,0,,
PR-EXT2-FLT-AN05,FILTRO ACEITE Nº 5 (FM),PR-EXT2-HDR-I503,PR-FLT AN05,PTA RIC - R4 RA,A,PR-EXT2-LGC-EXTRACCION 2,EXT2,EXTRACCION 2,2,NO,NO,SI,0,,
PR-EXT2-FLT-M16,FILTRO 16 ROTATIVO DE MISCELA (FM),PR-EXT2-EXT-I3T,PR-FLT M-16,PTA RIC - R4 RA,A,PR-EXT2-LGC-EXTRACCION 2,EXT2,EXTRACCION 2,2,NO,NO,SI,0,,
PR-EXT2-FLT-MLT,FILTRO MISCELA LAVA TAPIZ,PR-EXT2-EXT-I3T,PR-FLT MLT,PTA RIC - R4 RA,A,PR-EXT2-LGC-EXTRACCION 2,EXT2,EXTRACCION 2,2,NO,NO,SI,0,,
PR-EXT2-GRN-GA01,GRANULADOR ALLOCCO AC-500 Nº 1 (N),PR-EXT2-LGC-GRANULADORES,PR-GRN,PTA RIC - R4 RS,B,PR-EXT2-LGC-EXTRACCION 2,EXT2,EXTRACCION 2,2,NO,NO,NO,1,,
PR-EXT2-GRN-GA02,GRANULADOR ALLOCCO AC-500 Nº 2,PR-EXT2-LGC-GRANULADORES,PR-GRN,PTA RIC - R4 RS,B,PR-EXT2-LGC-EXTRACCION 2,EXT2,EXTRACCION 2,2,NO,NO,NO,1,,
PR-EXT2-GRN-GA03,GRANULADOR ALLOCCO AC-500 Nº 3,PR-EXT2-LGC-GRANULADORES,PR-GRN,PTA RIC - R4 RS,B,PR-EXT2-LGC-EXTRACCION 2,EXT2,EXTRACCION 2,2,NO,NO,NO,1,,
PR-EXT2-GRN-GA04,GRANULADOR ALLOCCO AC-500 Nº 4,PR-EXT2-LGC-GRANULADORES,PR-GRN,PTA RIC - R4 RS,B,PR-EXT2-LGC-EXTRACCION 2,EXT2,EXTRACCION 2,2,NO,NO,NO,1,,
PR-EXT2-GRN-GA05,GRANULADOR ALLOCCO AC-500 Nº 5 (S),PR-EXT2-LGC-GRANULADORES,PR-GRN,PTA RIC - R4 RS,B,PR-EXT2-LGC-EXTRACCION 2,EXT2,EXTRACCION 2,2,NO,NO,NO,1,,
PR-EXT2-HDR-I503,HIDRATADOR DE MUSILAGOS I-503,PR-EXT2-LGC-EXTRACCION 2,PR-HDR I503,PTA RIC - R4 RA,A,PR-EXT2-LGC-EXTRACCION 2,EXT2,EXTRACCION 2,1,NO,NO,NO,5,,
PR-EXT2-HRV-I45,HERVIDOR DE AGUA PROCESO I-45,PR-EXT2-LGC-EXTRACCION 2,PR-HRV,PTA RIC - R4 RA,A,PR-EXT2-LGC-EXTRACCION 2,EXT2,EXTRACCION 2,1,NO,NO,NO,1,,
PR-EXT2-INT-PRE60,INTERCAMBIADOR PRE-60,PR-EXT2-LGC-EXTRACCION 2,PR-INT PRE60,PTA RIC - R4 RA,A,PR-EXT2-LGC-EXTRACCION 2,EXT2,EXTRACCION 2,1,NO,NO,SI,0,,
PR-EXT2-LGC-CALENTADORES,LOGICO CALENTADORES EXTRACCION 2,PR-EXT2-LGC-EXTRACCION 2,PR-LOGICO,PTA RIC - R4 RA,C,PR-EXT2-LGC-EXTRACCION 2,EXT2,EXTRACCION 2,1,NO,SI,NO,2,,
PR-EXT2-LGC-CONDENSADORES,LOGICO CONDENSADORES EXTRACCION 2,PR-EXT2-LGC-EXTRACCION 2,PR-LOGICO,PTA RIC - R4 RA,C,PR-EXT2-LGC-EXTRACCION 2,EXT2,EXTRACCION 2,1,NO,SI,NO,5,,
PR-EXT2-LGC-ENFRIADORES,LOGICO ENFRIADORES EXTRACCION 2,PR-EXT2-LGC-EXTRACCION 2,PR-LOGICO,PTA RIC - R4 RA,C,PR-EXT2-LGC-EXTRACCION 2,EXT2,EXTRACCION 2,1,NO,SI,NO,3,,
PR-EXT2-LGC-EXTRACCION 2,LOGICO EXTRACCION 2,PLANTA RICARDONE,PR-SECTOR,PTA RIC - R4 RA,C,PR-EXT2-LGC-EXTRACCION 2,EXT2,EXTRACCION 2,0,SI,SI,NO,51,,
PR-EXT2-LGC-GRANULADORES,LOGICO GRANULADORES EXTRACCION 2,PR-EXT2-LGC-EXTRACCION 2,PR-LOGICO,PTA RIC - R4 RS,C,PR-EXT2-LGC-EXTRACCION 2,EXT2,EXTRACCION 2,1,NO,SI,NO,5,,
PR-EXT2-LGC-REDLERS,LOGICO REDLERS EXTRACCION 2,PR-EXT2-LGC-EXTRACCION 2,PR-LOGICO,PTA RIC - R4 RA,C,PR-EXT2-LGC-EXTRACCION 2,EXT2,EXTRACCION 2,1,NO,SI,NO,8,,
PR-EXT2-LGC-ROSCAS,LOGICO ROSCAS EXTRACCION 2,PR-EXT2-LGC-EXTRACCION 2,PR-LOGICO,PTA RIC - R4 RA,C,PR-EXT2-LGC-EXTRACCION 2,EXT2,EXTRACCION 2,1,NO,SI,NO,9,,
PR-EXT2-LGC-TANQUES,LOGICO TANQUES EXTRACCION 2,PR-EXT2-LGC-EXTRACCION 2,PR-LOGICO,PTA RIC - R4 RA,C,PR-EXT2-LGC-EXTRACCION 2,EXT2,EXTRACCION 2,1,NO,SI,NO,17,,
PR-EXT2-LVD-I29,LAVADOR DE TAPIZ ITEM 29,PR-EXT2-DSM-I29,PR-LVD I29,PTA RIC - R4 RA,A,PR-EXT2-LGC-EXTRACCION 2,EXT2,EXTRACCION 2,2,NO,NO,SI,0,,
PR-EXT2-LVT-I3RQ,LAVA TAPIZ ITEM 3R,PR-EXT2-EXT-I3T,PR-LVD I3RQ,PTA RIC - R4 RA,A,PR-EXT2-LGC-EXTRACCION 2,EXT2,EXTRACCION 2,2,NO,NO,SI,0,,
PR-EXT2-MZC-MH1,MEZCLADOR HORIZONTAL Nº 17 <N> (FM),PR-EXT2-LGC-EXTRACCION 2,PR-MZC HOR,PTA RIC - R4 RA,B,PR-EXT2-LGC-EXTRACCION 2,EXT2,EXTRACCION 2,1,NO,NO,SI,0,,
PR-EXT2-MZC-MH2,MEZCLADOR HORIZONTAL Nº 18 <S> (FM),PR-EXT2-LGC-EXTRACCION 2,PR-MZC HOR,PTA RIC - R4 RA,B,PR-EXT2-LGC-EXTRACCION 2,EXT2,EXTRACCION 2,1,NO,NO,SI,0,,
PR-EXT2-RAST-I3G,RASTRILLO ITEM 3G,PR-EXT2-EXT-I3T,PR-RST I-3G,PTA RIC - R4 RA,A,PR-EXT2-LGC-EXTRACCION 2,EXT2,EXTRACCION 2,2,NO,NO,SI,0,,
PR-EXT2-RDC-MLI70E2,REDUCTOR MANDO LENTO TOSTER I-70,PR-EXT2-TST-I70,PR-RDC ML I-70,PTA RIC - R4 RA,A,PR-EXT2-LGC-EXTRACCION 2,EXT2,EXTRACCION 2,2,NO,NO,SI,0,,
PR-EXT2-RDC-TI70E2,REDUCTOR TOSTER I-70,PR-EXT2-TST-I70,PR-RDC I-70,PTA RIC - R4 RA,A,PR-EXT2-LGC-EXTRACCION 2,EXT2,EXTRACCION 2,2,NO,NO,SI,0,,
PR-EXT2-RDL-R01A,REDLER 1A,PR-EXT2-LGC-REDLERS,PR-EXT2-RDL-R01A,PTA RIC - R4 RS,A,PR-EXT2-LGC-EXTRACCION 2,EXT2,EXTRACCION 2,2,NO,NO,SI,0,,
PR-EXT2-RDL-R01B,REDLER 1B,PR-EXT2-LGC-REDLERS,PR-EXT2-RDL-R01B,PTA RIC - R4 RS,A,PR-EXT2-LGC-EXTRACCION 2,EXT2,EXTRACCION 2,2,NO,NO,SI,0,,
PR-EXT2-RDL-R05J,"REDLER 5 ""J""",PR-EXT2-LGC-REDLERS,PR-EXT2-RDL-R05J,PTA RIC - R4 RA,A,PR-EXT2-LGC-EXTRACCION 2,EXT2,EXTRACCION 2,2,NO,NO,SI,0,,
PR-EXT2-RDL-R09A,REDLER 9A,PR-EXT2-LGC-REDLERS,PR-EXT2-RDL-R09A,PTA RIC - R4 RS,A,PR-EXT2-LGC-EXTRACCION 2,EXT2,EXTRACCION 2,2,NO,NO,SI,0,,
PR-EXT2-RDL-R09C,REDLER 9C,PR-EXT2-LGC-REDLERS,PR-EXT2-RDL-R09C,PTA RIC - R4 RS,A,PR-EXT2-LGC-EXTRACCION 2,EXT2,EXTRACCION 2,2,NO,NO,SI,0,,
PR-EXT2-RDL-R09D,REDLER 9D,PR-EXT2-LGC-REDLERS,PR-EXT2-RDL-R09D,PTA RIC - R4 RS,A,PR-EXT2-LGC-EXTRACCION 2,EXT2,EXTRACCION 2,2,NO,NO,SI,0,,
PR-EXT2-RDL-R09E,REDLER 9E,PR-EXT2-LGC-REDLERS,PR-EXT2-RDL-R09E,PTA RIC - R4 RS,A,PR-EXT2-LGC-EXTRACCION 2,EXT2,EXTRACCION 2,2,NO,NO,SI,0,,
PR-EXT2-RDL-R11B,REDLER 11B,PR-EXT2-LGC-REDLERS,PR-EXT2-RDL-R11B,PTA RIC - R4 RS,A,PR-EXT2-LGC-EXTRACCION 2,EXT2,EXTRACCION 2,2,NO,NO,SI,0,,
PR-EXT2-RSC-I04,ROSCA ITEM 4,PR-EXT2-LGC-ROSCAS,PR-EXT2-RSC-I04,PTA RIC - R4 RA,A,PR-EXT2-LGC-EXTRACCION 2,EXT2,EXTRACCION 2,2,NO,NO,SI,0,,
PR-EXT2-RSC-I08A,ROSCA ITEM 8-A,PR-EXT2-LGC-ROSCAS,PR-EXT2-RSC-I08A,PTA RIC - R4 RA,A,PR-EXT2-LGC-EXTRACCION 2,EXT2,EXTRACCION 2,2,NO,NO,SI,0,,
PR-EXT2-RSC-I09B,ROSCA I-9B MEZC,PR-EXT2-LGC-ROSCAS,PR-EXT2-RSC-I09B,PTA RIC - R4 RA,B,PR-EXT2-LGC-EXTRACCION 2,EXT2,EXTRACCION 2,2,NO,NO,SI,0,,
PR-EXT2-RSC-I11A1,ROSCA ITEM 11A,PR-EXT2-LGC-ROSCAS,PR-EXT2-RSC-I11A1,PTA RIC - R4 RA,A,PR-EXT2-LGC-EXTRACCION 2,EXT2,EXTRACCION 2,2,NO,NO,SI,0,,
PR-EXT2-RSC-SFM12,ROSCA 12 VERTICAL (FM),PR-EXT2-LGC-ROSCAS,PR-EXT2-RSC-SFM12,PTA RIC - R4 RA,A,PR-EXT2-LGC-EXTRACCION 2,EXT2,EXTRACCION 2,2,NO,NO,SI,0,,
PR-EXT2-RSC-SFM13,ROSCA 13 (FM),PR-EXT2-LGC-ROSCAS,PR-EXT2-RSC-SFM13,PTA RIC - R4 RA,A,PR-EXT2-LGC-EXTRACCION 2,EXT2,EXTRACCION 2,2,NO,NO,SI,0,,
PR-EXT2-RSC-SFM22,ROSCA 22 (FM),PR-EXT2-LGC-ROSCAS,PR-EXT2-RSC-SFM22,PTA RIC - R4 RA,A,PR-EXT2-LGC-EXTRACCION 2,EXT2,EXTRACCION 2,2,NO,NO,SI,0,,
PR-EXT2-RSC-SFM23,ROSCA 23 VERTICAL (FM),PR-EXT2-LGC-ROSCAS,PR-EXT2-RSC-SFM23,PTA RIC - R4 RA,A,PR-EXT2-LGC-EXTRACCION 2,EXT2,EXTRACCION 2,2,NO,NO,SI,0,,
PR-EXT2-RSC-SFM24,ROSCA 24 (FM),PR-EXT2-LGC-ROSCAS,PR-EXT2-RSC-SFM24,PTA RIC - R4 RA,A,PR-EXT2-LGC-EXTRACCION 2,EXT2,EXTRACCION 2,2,NO,NO,SI,0,,
PR-EXT2-SPR-I146,SEPARADOR ACEITE ITEM 146,PR-EXT2-LGC-EXTRACCION 2,PR-SPR I146,PTA RIC - R4 RA,A,PR-EXT2-LGC-EXTRACCION 2,EXT2,EXTRACCION 2,1,NO,NO,SI,0,,
PR-EXT2-STR-I22,STRIPPER I-22 (TERMINADOR ACEITE),PR-EXT2-LGC-EXTRACCION 2,PR-STR I-22,PTA RIC - R4 RA,A,PR-EXT2-LGC-EXTRACCION 2,EXT2,EXTRACCION 2,1,NO,NO,NO,1,,
