codigo_project,descripcion_project,element_id_contenedor,unique_id_contenedor,btz_path_contenedor,tipo_asociacion,ancestro_project_usado,estado_asociacion,escrito_en_btz_description,btz_description_slot_usado,motivo
P10-HRN-ART-ARTVE42,AEROTERMO DE VENTILADOR VE42,367888,460ebebf-e4ee-449a-900c-ab33de4c697f-00059d10,P10 > P10-HRN-LGC-HARINA > P10-HRN-ENF-EG01,contenedor_por_ancestro_project,P10-HRN-ENF-EG01,asociado_a_contenedor,NO,,asociado_por_csv_externo_supera_slots_btz
P10-HRN-VNT-VE43,VTF AEROTERMOS ENFR.EG01,367888,460ebebf-e4ee-449a-900c-ab33de4c697f-00059d10,P10 > P10-HRN-LGC-HARINA > P10-HRN-ENF-EG01,contenedor_por_ancestro_project,P10-HRN-ENF-EG01,asociado_a_contenedor,NO,,asociado_por_csv_externo_supera_slots_btz
P10-HRN-ART-ARTVE43,AEROTERMO DE VENTILADOR VE43,367888,460ebebf-e4ee-449a-900c-ab33de4c697f-00059d10,P10 > P10-HRN-LGC-HARINA > P10-HRN-ENF-EG01,contenedor_por_ancestro_project,P10-HRN-ENF-EG01,asociado_a_contenedor,NO,,asociado_por_csv_externo_supera_slots_btz
P10-HRN-VNT-VE44,VTF AEROTERMOS ENFR.EG01,367888,460ebebf-e4ee-449a-900c-ab33de4c697f-00059d10,P10 > P10-HRN-LGC-HARINA > P10-HRN-ENF-EG01,contenedor_por_ancestro_project,P10-HRN-ENF-EG01,asociado_a_contenedor,NO,,asociado_por_csv_externo_supera_slots_btz
P10-HRN-ART-ARTVE44,AEROTERMO DE VENTILADOR VE44,367888,460ebebf-e4ee-449a-900c-ab33de4c697f-00059d10,P10 > P10-HRN-LGC-HARINA > P10-HRN-ENF-EG01,contenedor_por_ancestro_project,P10-HRN-ENF-EG01,asociado_a_contenedor,NO,,asociado_por_csv_externo_supera_slots_btz
P10-HRN-VNT-VE45,VTF AEROTERMOS ENFR.EG01,367888,460ebebf-e4ee-449a-900c-ab33de4c697f-00059d10,P10 > P10-HRN-LGC-HARINA > P10-HRN-ENF-EG01,contenedor_por_ancestro_project,P10-HRN-ENF-EG01,asociado_a_contenedor,NO,,asociado_por_csv_externo_supera_slots_btz
P10-HRN-ART-ARTVE45,AEROTERMO DE VENTILADOR VE45,367888,460ebebf-e4ee-449a-900c-ab33de4c697f-00059d10,P10 > P10-HRN-LGC-HARINA > P10-HRN-ENF-EG01,contenedor_por_ancestro_project,P10-HRN-ENF-EG01,asociado_a_contenedor,NO,,asociado_por_csv_externo_supera_slots_btz
P10-HRN-VNT-VE46,VTF AEROTERMOS ENFR.EG01,367888,460ebebf-e4ee-449a-900c-ab33de4c697f-00059d10,P10 > P10-HRN-LGC-HARINA > P10-HRN-ENF-EG01,contenedor_por_ancestro_project,P10-HRN-ENF-EG01,asociado_a_contenedor,NO,,asociado_por_csv_externo_supera_slots_btz
P10-HRN-ART-ARTVE46,AEROTERMO DE VENTILADOR VE46,367888,460ebebf-e4ee-449a-900c-ab33de4c697f-00059d10,P10 > P10-HRN-LGC-HARINA > P10-HRN-ENF-EG01,contenedor_por_ancestro_project,P10-HRN-ENF-EG01,asociado_a_contenedor,NO,,asociado_por_csv_externo_supera_slots_btz
P10-HRN-VNT-VE47,VTF AEROTERMOS ENFR.EG01,367888,460ebebf-e4ee-449a-900c-ab33de4c697f-00059d10,P10 > P10-HRN-LGC-HARINA > P10-HRN-ENF-EG01,contenedor_por_ancestro_project,P10-HRN-ENF-EG01,asociado_a_contenedor,NO,,asociado_por_csv_externo_supera_slots_btz
P10-HRN-ART-ARTVE47,AEROTERMO DE VENTILADOR VE47,367888,460ebebf-e4ee-449a-900c-ab33de4c697f-00059d10,P10 > P10-HRN-LGC-HARINA > P10-HRN-ENF-EG01,contenedor_por_ancestro_project,P10-HRN-ENF-EG01,asociado_a_contenedor,NO,,asociado_por_csv_externo_supera_slots_btz
P10-HRN-VNT-VE48,VTF AEROTERMOS ENFR.EG01,367888,460ebebf-e4ee-449a-900c-ab33de4c697f-00059d10,P10 > P10-HRN-LGC-HARINA > P10-HRN-ENF-EG01,contenedor_por_ancestro_project,P10-HRN-ENF-EG01,asociado_a_contenedor,NO,,asociado_por_csv_externo_supera_slots_btz
P10-HRN-ART-ARTVE48,AEROTERMO DE VENTILADOR VE48,367888,460ebebf-e4ee-449a-900c-ab33de4c697f-00059d10,P10 > P10-HRN-LGC-HARINA > P10-HRN-ENF-EG01,contenedor_por_ancestro_project,P10-HRN-ENF-EG01,asociado_a_contenedor,NO,,asociado_por_csv_externo_supera_slots_btz
P10-HRN-VNT-VE49,VTF AEROTERMOS ENFR.EG01,367888,460ebebf-e4ee-449a-900c-ab33de4c697f-00059d10,P10 > P10-HRN-LGC-HARINA > P10-HRN-ENF-EG01,contenedor_por_ancestro_project,P10-HRN-ENF-EG01,asociado_a_contenedor,NO,,asociado_por_csv_externo_supera_slots_btz
P10-HRN-ART-ARTVE49,AEROTERMO DE VENTILADOR VE49,367888,460ebebf-e4ee-449a-900c-ab33de4c697f-00059d10,P10 > P10-HRN-LGC-HARINA > P10-HRN-ENF-EG01,contenedor_por_ancestro_project,P10-HRN-ENF-EG01,asociado_a_contenedor,NO,,asociado_por_csv_externo_supera_slots_btz
P10-HRN-VNT-VE50,VTF AEROTERMOS ENFR.EG01,367888,460ebebf-e4ee-449a-900c-ab33de4c697f-00059d10,P10 > P10-HRN-LGC-HARINA > P10-HRN-ENF-EG01,contenedor_por_ancestro_project,P10-HRN-ENF-EG01,asociado_a_contenedor,NO,,asociado_por_csv_externo_supera_slots_btz
P10-HRN-ART-ARTVE50,AEROTERMO DE VENTILADOR VE50,367888,460ebebf-e4ee-449a-900c-ab33de4c697f-00059d10,P10 > P10-HRN-LGC-HARINA > P10-HRN-ENF-EG01,contenedor_por_ancestro_project,P10-HRN-ENF-EG01,asociado_a_contenedor,NO,,asociado_por_csv_externo_supera_slots_btz
P10-HRN-VNT-VE51,VTF AEROTERMOS ENFR.EG01,367888,460ebebf-e4ee-449a-900c-ab33de4c697f-00059d10,P10 > P10-HRN-LGC-HARINA > P10-HRN-ENF-EG01,contenedor_por_ancestro_project,P10-HRN-ENF-EG01,asociado_a_contenedor,NO,,asociado_por_csv_externo_supera_slots_btz
P10-HRN-ART-ARTVE51,AEROTERMO DE VENTILADOR VE51,367888,460ebebf-e4ee-449a-900c-ab33de4c697f-00059d10,P10 > P10-HRN-LGC-HARINA > P10-HRN-ENF-EG01,contenedor_por_ancestro_project,P10-HRN-ENF-EG01,asociado_a_contenedor,NO,,asociado_por_csv_externo_supera_slots_btz
P10-HRN-VNT-VE52,VTF AEROTERMOS ENFR.EG01,367888,460ebebf-e4ee-449a-900c-ab33de4c697f-00059d10,P10 > P10-HRN-LGC-HARINA > P10-HRN-ENF-EG01,contenedor_por_ancestro_project,P10-HRN-ENF-EG01,asociado_a_contenedor,NO,,asociado_por_csv_externo_supera_slots_btz
P10-HRN-ART-ARTVE52,AEROTERMO DE VENTILADOR VE52,367888,460ebebf-e4ee-449a-900c-ab33de4c697f-00059d10,P10 > P10-HRN-LGC-HARINA > P10-HRN-ENF-EG01,contenedor_por_ancestro_project,P10-HRN-ENF-EG01,asociado_a_contenedor,NO,,asociado_por_csv_externo_supera_slots_btz
P10-HRN-VNT-VE53,VTF AEROTERMOS ENFR.EG01,367888,460ebebf-e4ee-449a-900c-ab33de4c697f-00059d10,P10 > P10-HRN-LGC-HARINA > P10-HRN-ENF-EG01,contenedor_por_ancestro_project,P10-HRN-ENF-EG01,asociado_a_contenedor,NO,,asociado_por_csv_externo_supera_slots_btz
P10-HRN-ART-ARTVE53,AEROTERMO DE VENTILADOR VE53,367888,460ebebf-e4ee-449a-900c-ab33de4c697f-00059d10,P10 > P10-HRN-LGC-HARINA > P10-HRN-ENF-EG01,contenedor_por_ancestro_project,P10-HRN-ENF-EG01,asociado_a_contenedor,NO,,asociado_por_csv_externo_supera_slots_btz
P10-HRN-VNT-VE54,VTF AEROTERMOS ENFR.EG01,367888,460ebebf-e4ee-449a-900c-ab33de4c697f-00059d10,P10 > P10-HRN-LGC-HARINA > P10-HRN-ENF-EG01,contenedor_por_ancestro_project,P10-HRN-ENF-EG01,asociado_a_contenedor,NO,,asociado_por_csv_externo_supera_slots_btz
P10-HRN-ART-ARTVE54,AEROTERMO DE VENTILADOR VE54,367888,460ebebf-e4ee-449a-900c-ab33de4c697f-00059d10,P10 > P10-HRN-LGC-HARINA > P10-HRN-ENF-EG01,contenedor_por_ancestro_project,P10-HRN-ENF-EG01,asociado_a_contenedor,NO,,asociado_por_csv_externo_supera_slots_btz
P10-HRN-VNT-VE55,VTF AEROTERMOS ENFR.EG01,367888,460ebebf-e4ee-449a-900c-ab33de4c697f-00059d10,P10 > P10-HRN-LGC-HARINA > P10-HRN-ENF-EG01,contenedor_por_ancestro_project,P10-HRN-ENF-EG01,asociado_a_contenedor,NO,,asociado_por_csv_externo_supera_slots_btz
P10-HRN-ART-ARTVE55,AEROTERMO DE VENTILADOR VE55,367888,460ebebf-e4ee-449a-900c-ab33de4c697f-00059d10,P10 > P10-HRN-LGC-HARINA > P10-HRN-ENF-EG01,contenedor_por_ancestro_project,P10-HRN-ENF-EG01,asociado_a_contenedor,NO,,asociado_por_csv_externo_supera_slots_btz
P10-HRN-VNT-VE56,VTF AEROTERMOS ENFR.EG01,367888,460ebebf-e4ee-449a-900c-ab33de4c697f-00059d10,P10 > P10-HRN-LGC-HARINA > P10-HRN-ENF-EG01,contenedor_por_ancestro_project,P10-HRN-ENF-EG01,asociado_a_contenedor,NO,,asociado_por_csv_externo_supera_slots_btz
P10-HRN-ART-ARTVE56,AEROTERMO DE VENTILADOR VE56,367888,460ebebf-e4ee-449a-900c-ab33de4c697f-00059d10,P10 > P10-HRN-LGC-HARINA > P10-HRN-ENF-EG01,contenedor_por_ancestro_project,P10-HRN-ENF-EG01,asociado_a_contenedor,NO,,asociado_por_csv_externo_supera_slots_btz
P10-HRN-VNT-VE57,VTF AEROTERMOS ENFR.EG01,367888,460ebebf-e4ee-449a-900c-ab33de4c697f-00059d10,P10 > P10-HRN-LGC-HARINA > P10-HRN-ENF-EG01,contenedor_por_ancestro_project,P10-HRN-ENF-EG01,asociado_a_contenedor,NO,,asociado_por_csv_externo_supera_slots_btz
P10-HRN-ART-ARTVE57,AEROTERMO DE VENTILADOR VE57,367888,460ebebf-e4ee-449a-900c-ab33de4c697f-00059d10,P10 > P10-HRN-LGC-HARINA > P10-HRN-ENF-EG01,contenedor_por_ancestro_project,P10-HRN-ENF-EG01,asociado_a_contenedor,NO,,asociado_por_csv_externo_supera_slots_btz
P10-HRN-VNT-VE58,VTF AEROTERMOS ENFR.EG01,367888,460ebebf-e4ee-449a-900c-ab33de4c697f-00059d10,P10 > P10-HRN-LGC-HARINA > P10-HRN-ENF-EG01,contenedor_por_ancestro_project,P10-HRN-ENF-EG01,asociado_a_contenedor,NO,,asociado_por_csv_externo_supera_slots_btz
P10-HRN-ART-ARTVE58,AEROTERMO DE VENTILADOR VE58,367888,460ebebf-e4ee-449a-900c-ab33de4c697f-00059d10,P10 > P10-HRN-LGC-HARINA > P10-HRN-ENF-EG01,contenedor_por_ancestro_project,P10-HRN-ENF-EG01,asociado_a_contenedor,NO,,asociado_por_csv_externo_supera_slots_btz
P10-HRN-VNT-VE59,VTF AEROTERMOS ENFR.EG01,367888,460ebebf-e4ee-449a-900c-ab33de4c697f-00059d10,P10 > P10-HRN-LGC-HARINA > P10-HRN-ENF-EG01,contenedor_por_ancestro_project,P10-HRN-ENF-EG01,asociado_a_contenedor,NO,,asociado_por_csv_externo_supera_slots_btz
P10-HRN-ART-ARTVE59,AEROTERMO DE VENTILADOR VE59,367888,460ebebf-e4ee-449a-900c-ab33de4c697f-00059d10,P10 > P10-HRN-LGC-HARINA > P10-HRN-ENF-EG01,contenedor_por_ancestro_project,P10-HRN-ENF-EG01,asociado_a_contenedor,NO,,asociado_por_csv_externo_supera_slots_btz
P10-HRN-VNT-VE60,VTF AEROTERMOS ENFR.EG01,367888,460ebebf-e4ee-449a-900c-ab33de4c697f-00059d10,P10 > P10-HRN-LGC-HARINA > P10-HRN-ENF-EG01,contenedor_por_ancestro_project,P10-HRN-ENF-EG01,asociado_a_contenedor,NO,,asociado_por_csv_externo_supera_slots_btz
P10-HRN-ART-ARTVE60,AEROTERMO DE VENTILADOR VE60,367888,460ebebf-e4ee-449a-900c-ab33de4c697f-00059d10,P10 > P10-HRN-LGC-HARINA > P10-HRN-ENF-EG01,contenedor_por_ancestro_project,P10-HRN-ENF-EG01,asociado_a_contenedor,NO,,asociado_por_csv_externo_supera_slots_btz
P10-HRN-VNT-VE61,VTF AEROTERMOS ENFR.EG01,367888,460ebebf-e4ee-449a-900c-ab33de4c697f-00059d10,P10 > P10-HRN-LGC-HARINA > P10-HRN-ENF-EG01,contenedor_por_ancestro_project,P10-HRN-ENF-EG01,asociado_a_contenedor,NO,,asociado_por_csv_externo_supera_slots_btz
P10-HRN-ART-ARTVE61,AEROTERMO DE VENTILADOR VE61,367888,460ebebf-e4ee-449a-900c-ab33de4c697f-00059d10,P10 > P10-HRN-LGC-HARINA > P10-HRN-ENF-EG01,contenedor_por_ancestro_project,P10-HRN-ENF-EG01,asociado_a_contenedor,NO,,asociado_por_csv_externo_supera_slots_btz
P10-HRN-VNT-VE62,VTF AEROTERMOS ENFR.EG01,367888,460ebebf-e4ee-449a-900c-ab33de4c697f-00059d10,P10 > P10-HRN-LGC-HARINA > P10-HRN-ENF-EG01,contenedor_por_ancestro_project,P10-HRN-ENF-EG01,asociado_a_contenedor,NO,,asociado_por_csv_externo_supera_slots_btz
P10-HRN-ART-ARTVE62,AEROTERMO DE VENTILADOR VE62,367888,460ebebf-e4ee-449a-900c-ab33de4c697f-00059d10,P10 > P10-HRN-LGC-HARINA > P10-HRN-ENF-EG01,contenedor_por_ancestro_project,P10-HRN-ENF-EG01,asociado_a_contenedor,NO,,asociado_por_csv_externo_supera_slots_btz
P10-HRN-VNT-VE63,VTF AEROTERMOS ENFR.EG01,367888,460ebebf-e4ee-449a-900c-ab33de4c697f-00059d10,P10 > P10-HRN-LGC-HARINA > P10-HRN-ENF-EG01,contenedor_por_ancestro_project,P10-HRN-ENF-EG01,asociado_a_contenedor,NO,,asociado_por_csv_externo_supera_slots_btz
P10-HRN-ART-ARTVE63,AEROTERMO DE VENTILADOR VE63,367888,460ebebf-e4ee-449a-900c-ab33de4c697f-00059d10,P10 > P10-HRN-LGC-HARINA > P10-HRN-ENF-EG01,contenedor_por_ancestro_project,P10-HRN-ENF-EG01,asociado_a_contenedor,NO,,asociado_por_csv_externo_supera_slots_btz
P10-HRN-RSC-EGSF05,ROSCA SIN FIN DE FINOS ENFR. SEC. 02,281487,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00044b8f,P10 > P10-HRN-LGC-HARINA > P10-HRN-ENF-EG02,contenedor_por_ancestro_project,P10-HRN-ENF-EG02,asociado_a_contenedor,SI,btz_description_04,escrito_en_slot_btz
P10-HRN-RSC-EGSF06,ROSCA SIN FIN DE FINOS ENFR. SEC. 02,281487,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00044b8f,P10 > P10-HRN-LGC-HARINA > P10-HRN-ENF-EG02,contenedor_por_ancestro_project,P10-HRN-ENF-EG02,asociado_a_contenedor,SI,btz_description_05,escrito_en_slot_btz
P10-HRN-RSC-EGSF07,ROSCA SIN FIN DE FINOS ENFR. SEC. 02,281487,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00044b8f,P10 > P10-HRN-LGC-HARINA > P10-HRN-ENF-EG02,contenedor_por_ancestro_project,P10-HRN-ENF-EG02,asociado_a_contenedor,SI,btz_description_06,escrito_en_slot_btz
P10-HRN-VNT-VE35,VENTILADOR ASPIR. SEC. ENFR.EG02,281487,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00044b8f,P10 > P10-HRN-LGC-HARINA > P10-HRN-ENF-EG02,contenedor_por_ancestro_project,P10-HRN-ENF-EG02,asociado_a_contenedor,SI,btz_description_07,escrito_en_slot_btz
P10-HRN-CCL-CVE35,CICLON VENTILADOR ASPIR. SEC. ENFR.EG02,281487,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00044b8f,P10 > P10-HRN-LGC-HARINA > P10-HRN-ENF-EG02,contenedor_por_ancestro_project,P10-HRN-ENF-EG02,asociado_a_contenedor,SI,btz_description_08,escrito_en_slot_btz
P10-HRN-VLV-VR28,VALV. ROT. 28 (VE35),281487,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00044b8f,P10 > P10-HRN-LGC-HARINA > P10-HRN-ENF-EG02,contenedor_por_ancestro_project,P10-HRN-ENF-EG02,asociado_a_contenedor,SI,btz_description_09,escrito_en_slot_btz
P10-HRN-VNT-VE36,VENTILADOR ASPIR. SEC. ENFR.EG02,281487,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00044b8f,P10 > P10-HRN-LGC-HARINA > P10-HRN-ENF-EG02,contenedor_por_ancestro_project,P10-HRN-ENF-EG02,asociado_a_contenedor,SI,btz_description_10,escrito_en_slot_btz
P10-HRN-CCL-CVE36,CICLON VENTILADOR ASPIR. SEC. ENFR.EG02,281487,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00044b8f,P10 > P10-HRN-LGC-HARINA > P10-HRN-ENF-EG02,contenedor_por_ancestro_project,P10-HRN-ENF-EG02,asociado_a_contenedor,SI,btz_description_11,escrito_en_slot_btz
P10-HRN-VLV-VR29,VALV. ROT. 29 (VE36),281487,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00044b8f,P10 > P10-HRN-LGC-HARINA > P10-HRN-ENF-EG02,contenedor_por_ancestro_project,P10-HRN-ENF-EG02,asociado_a_contenedor,SI,btz_description_12,escrito_en_slot_btz
P10-HRN-VNT-VE37,VENTILADOR ASPIR. SEC. ENFR.EG02,281487,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00044b8f,P10 > P10-HRN-LGC-HARINA > P10-HRN-ENF-EG02,contenedor_por_ancestro_project,P10-HRN-ENF-EG02,asociado_a_contenedor,SI,btz_description_13,escrito_en_slot_btz
P10-HRN-CCL-CVE37,CICLON VENTILADOR ASPIR. SEC. ENFR.EG02,281487,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00044b8f,P10 > P10-HRN-LGC-HARINA > P10-HRN-ENF-EG02,contenedor_por_ancestro_project,P10-HRN-ENF-EG02,asociado_a_contenedor,SI,btz_description_14,escrito_en_slot_btz
P10-HRN-VLV-VR30,VALV. ROT. 30  (VE37),281487,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00044b8f,P10 > P10-HRN-LGC-HARINA > P10-HRN-ENF-EG02,contenedor_por_ancestro_project,P10-HRN-ENF-EG02,asociado_a_contenedor,SI,btz_description_15,escrito_en_slot_btz
P10-HRN-VNT-VE38,VENTILADOR ASPIR. SEC. ENFR.EG02,281487,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00044b8f,P10 > P10-HRN-LGC-HARINA > P10-HRN-ENF-EG02,contenedor_por_ancestro_project,P10-HRN-ENF-EG02,asociado_a_contenedor,SI,btz_description_16,escrito_en_slot_btz
P10-HRN-CCL-CVE38,CICLON VENTILADOR ASPIR. SEC. ENFR.EG02,281487,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00044b8f,P10 > P10-HRN-LGC-HARINA > P10-HRN-ENF-EG02,contenedor_por_ancestro_project,P10-HRN-ENF-EG02,asociado_a_contenedor,SI,btz_description_17,escrito_en_slot_btz
P10-HRN-VLV-VR31,VALV. ROT. 31 (VE38),281487,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00044b8f,P10 > P10-HRN-LGC-HARINA > P10-HRN-ENF-EG02,contenedor_por_ancestro_project,P10-HRN-ENF-EG02,asociado_a_contenedor,SI,btz_description_18,escrito_en_slot_btz
P10-PRP-ENF-EE01,ENFRIADOR EXPANDIDO 01,281220,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00044a84,P10 > P10-PRP-LGC-PREPARACION > P10-PRP-LGC-EXPANDIDO,contenedor_por_ancestro_project,P10-PRP-LGC-EXPANDIDO,asociado_a_contenedor,SI,btz_description_04,escrito_en_slot_btz
P10-PRP-VLV-VREE1,VALV ROT DESCARGA SEC ENFR EXPANDIDO,281220,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00044a84,P10 > P10-PRP-LGC-PREPARACION > P10-PRP-LGC-EXPANDIDO,contenedor_por_ancestro_project,P10-PRP-LGC-EXPANDIDO,asociado_a_contenedor,SI,btz_description_05,escrito_en_slot_btz
P10-PRP-VNT-VE21,VENTILADOR DE ASP. ENFRIADOR DE EXP. EE01,281220,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00044a84,P10 > P10-PRP-LGC-PREPARACION > P10-PRP-LGC-EXPANDIDO,contenedor_por_ancestro_project,P10-PRP-LGC-EXPANDIDO,asociado_a_contenedor,SI,btz_description_06,escrito_en_slot_btz
P10-PRP-VNT-VE22,VENTILADOR DE ASP. ENFRIADOR DE EXP. EE01,281220,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00044a84,P10 > P10-PRP-LGC-PREPARACION > P10-PRP-LGC-EXPANDIDO,contenedor_por_ancestro_project,P10-PRP-LGC-EXPANDIDO,asociado_a_contenedor,SI,btz_description_07,escrito_en_slot_btz
P10-PRP-VNT-VE23,VENTILADOR DE ASP. ENFRIADOR DE EXP. EE01,281220,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00044a84,P10 > P10-PRP-LGC-PREPARACION > P10-PRP-LGC-EXPANDIDO,contenedor_por_ancestro_project,P10-PRP-LGC-EXPANDIDO,asociado_a_contenedor,SI,btz_description_08,escrito_en_slot_btz
P10-PRP-VNT-VE24,VENTILADOR DE ASP. ENFRIADOR DE EXP. EE01,281220,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00044a84,P10 > P10-PRP-LGC-PREPARACION > P10-PRP-LGC-EXPANDIDO,contenedor_por_ancestro_project,P10-PRP-LGC-EXPANDIDO,asociado_a_contenedor,SI,btz_description_09,escrito_en_slot_btz
P10-PRP-VNT-VE25,VENTILADOR DE ASP. ENFRIADOR DE EXP. EE01,281220,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00044a84,P10 > P10-PRP-LGC-PREPARACION > P10-PRP-LGC-EXPANDIDO,contenedor_por_ancestro_project,P10-PRP-LGC-EXPANDIDO,asociado_a_contenedor,SI,btz_description_10,escrito_en_slot_btz
P10-PRP-VNT-VE26,VENTILADOR DE ASP. ENFRIADOR DE EXP. EE01,281220,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00044a84,P10 > P10-PRP-LGC-PREPARACION > P10-PRP-LGC-EXPANDIDO,contenedor_por_ancestro_project,P10-PRP-LGC-EXPANDIDO,asociado_a_contenedor,SI,btz_description_11,escrito_en_slot_btz
P10-PRP-VNT-VTEE01,VENTILADOR TOLVA ENFRIADOR EXPANDIDO 1 BAHOS,281220,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00044a84,P10 > P10-PRP-LGC-PREPARACION > P10-PRP-LGC-EXPANDIDO,contenedor_por_ancestro_project,P10-PRP-LGC-EXPANDIDO,asociado_a_contenedor,SI,btz_description_12,escrito_en_slot_btz
P10-PRP-ENF-EE02,ENFRIADOR EXPANDIDO 02,281220,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00044a84,P10 > P10-PRP-LGC-PREPARACION > P10-PRP-LGC-EXPANDIDO,contenedor_por_ancestro_project,P10-PRP-LGC-EXPANDIDO,asociado_a_contenedor,SI,btz_description_13,escrito_en_slot_btz
P10-PRP-VLV-VREE2,VALV ROT DESCARGA SEC ENFR EXPANDIDO,281220,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00044a84,P10 > P10-PRP-LGC-PREPARACION > P10-PRP-LGC-EXPANDIDO,contenedor_por_ancestro_project,P10-PRP-LGC-EXPANDIDO,asociado_a_contenedor,SI,btz_description_14,escrito_en_slot_btz
P10-PRP-VNT-VE15,VENTILADOR DE ASP. ENFRIADOR DE EXP. EE02,281220,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00044a84,P10 > P10-PRP-LGC-PREPARACION > P10-PRP-LGC-EXPANDIDO,contenedor_por_ancestro_project,P10-PRP-LGC-EXPANDIDO,asociado_a_contenedor,SI,btz_description_15,escrito_en_slot_btz
P10-PRP-VNT-VE16,VENTILADOR DE ASP. ENFRIADOR DE EXP. EE02,281220,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00044a84,P10 > P10-PRP-LGC-PREPARACION > P10-PRP-LGC-EXPANDIDO,contenedor_por_ancestro_project,P10-PRP-LGC-EXPANDIDO,asociado_a_contenedor,SI,btz_description_16,escrito_en_slot_btz
P10-PRP-VNT-VE17,VENTILADOR DE ASP. ENFRIADOR DE EXP. EE02,281220,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00044a84,P10 > P10-PRP-LGC-PREPARACION > P10-PRP-LGC-EXPANDIDO,contenedor_por_ancestro_project,P10-PRP-LGC-EXPANDIDO,asociado_a_contenedor,SI,btz_description_17,escrito_en_slot_btz
P10-PRP-VNT-VE18,VENTILADOR DE ASP. ENFRIADOR DE EXP. EE02,281220,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00044a84,P10 > P10-PRP-LGC-PREPARACION > P10-PRP-LGC-EXPANDIDO,contenedor_por_ancestro_project,P10-PRP-LGC-EXPANDIDO,asociado_a_contenedor,SI,btz_description_18,escrito_en_slot_btz
P10-PRP-VNT-VE19,VENTILADOR DE ASP. ENFRIADOR DE EXP. EE02,281220,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00044a84,P10 > P10-PRP-LGC-PREPARACION > P10-PRP-LGC-EXPANDIDO,contenedor_por_ancestro_project,P10-PRP-LGC-EXPANDIDO,asociado_a_contenedor,SI,btz_description_19,escrito_en_slot_btz
P10-PRP-VNT-VE20,VENTILADOR DE ASP. ENFRIADOR DE EXP. EE02,281220,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00044a84,P10 > P10-PRP-LGC-PREPARACION > P10-PRP-LGC-EXPANDIDO,contenedor_por_ancestro_project,P10-PRP-LGC-EXPANDIDO,asociado_a_contenedor,SI,btz_description_20,escrito_en_slot_btz
P10-PRP-VNT-VTEE02,VENTILADOR TOLVA ENFRIADOR EXPANDIDO 2 BAHOS,281220,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00044a84,P10 > P10-PRP-LGC-PREPARACION > P10-PRP-LGC-EXPANDIDO,contenedor_por_ancestro_project,P10-PRP-LGC-EXPANDIDO,asociado_a_contenedor,SI,btz_description_21,escrito_en_slot_btz
P10-PRP-EXP-E01,EXPANDER E01,281220,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00044a84,P10 > P10-PRP-LGC-PREPARACION > P10-PRP-LGC-EXPANDIDO,contenedor_por_ancestro_project,P10-PRP-LGC-EXPANDIDO,asociado_a_contenedor,SI,btz_description_22,escrito_en_slot_btz
P10-PRP-ALM-AE01,ALIM. EXPANDER E01,281220,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00044a84,P10 > P10-PRP-LGC-PREPARACION > P10-PRP-LGC-EXPANDIDO,contenedor_por_ancestro_project,P10-PRP-LGC-EXPANDIDO,asociado_a_contenedor,SI,btz_description_23,escrito_en_slot_btz
P10-PRP-BMB-EBLI01,BOMBA ACEITE LUBRICACION  RODAMIENTO,281220,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00044a84,P10 > P10-PRP-LGC-PREPARACION > P10-PRP-LGC-EXPANDIDO,contenedor_por_ancestro_project,P10-PRP-LGC-EXPANDIDO,asociado_a_contenedor,SI,btz_description_24,escrito_en_slot_btz
